20221108T001101.000Z,72000006,PQPG2P0JU,6500,0,26000047,26000052,26000057,26000059,26000084,27000012,28000000,28000015,2V8VGP2RR,6530,1,26000012,26000032,26000040,26000041,26000069,26000087,27000002,28000000
20221108T001112.000Z,72000006,Q9YPRQLY,6530,1,26000010,26000031,26000040,26000065,27000000,28000003,28000004,28000011,8J9YC8P0,6500,0,26000042,26000044,26000055,26000061,27000012,28000009,28000010,28000015
20221108T001113.000Z,72000006,LC2800YL,6466,3,26000007,26000027,26000040,26000053,26000055,26000056,28000000,28000011,82UJVJ9J2,6405,0,26000002,26000009,26000039,26000048,26000049,26000055,27000007,28000001
20221108T001115.000Z,72000006,R9QJRCY,6584,1,26000046,26000050,26000051,26000055,26000072,26000084,28000007,28000017,2GRJ2QCC2,6503,0,26000000,26000002,26000014,26000021,26000030,27000000,28000000,28000011
20221108T001121.000Z,72000006,2UC0PC09V,6653,2,26000032,26000040,26000041,26000049,26000054,27000002,28000000,28000011,2L8QYCU8V,6565,1,26000004,26000041,26000080,27000010,28000001,28000004,28000006,28000007
20221108T001122.000Z,72000006,LVY8QGGYC,6649,1,26000010,26000020,26000031,26000072,27000000,27000013,28000000,28000011,CU88QQLC,6607,0,26000010,26000011,26000014,26000021,26000084,27000000,28000011,28000014
20221108T001123.000Z,72000323,P8YVCL8,0,0,26000010,26000011,26000021,26000030,26000064,27000006,28000011,28000014,98RCYP0,30,1,26000045,26000054,26000074,26000087,28000005,28000010,28000012,28000015
20221108T001129.000Z,72000006,9R0GL2VJ,6510,0,26000002,26000020,26000021,26000042,26000049,27000000,28000001,28000007,80RY0RJQV,6559,1,26000004,26000007,26000011,26000015,26000021,28000007,28000011,28000012
20221108T001131.000Z,72000323,2PQQGLUPJ,0,0,26000001,26000010,26000013,26000024,26000039,27000012,28000007,28000011,228VPR8LU,30,1,26000013,26000018,26000085,26000087,27000007,28000006,28000012,28000014
20221108T001142.000Z,72000006,U8JYCGGU,6693,0,26000012,26000020,26000040,26000043,26000056,26000083,28000004,28000011,2YGLQP8RJ,6771,1,26000026,26000027,26000046,26000053,26000054,28000004,28000006,28000017
20221108T001155.000Z,72000006,8Q02GPJC8,6677,0,26000001,26000020,26000063,27000009,28000009,28000010,28000012,28000015,2CVJL2QPQ,6708,2,26000009,26000011,26000037,26000046,26000048,26000049,28000001,28000007
20221108T001204.000Z,72000006,8RVVQ90QP,6530,3,26000003,26000025,26000032,26000039,26000044,28000008,28000009,28000011,2U0P8Y08,6500,0,26000010,26000023,26000077,27000006,27000008,28000003,28000011,28000012
20221108T001205.000Z,72000323,Q90VCRP8,0,0,26000007,26000012,26000034,26000049,26000069,27000001,28000001,28000010,2LVLCJPC9,30,1,26000010,26000014,26000031,26000059,27000000,28000011,28000014,28000018
20221108T001212.000Z,72000323,8QCV0YUU8,0,0,26000012,26000017,26000018,26000020,26000022,26000026,26000064,28000005,8GRGPY9U0,30,1,26000015,26000029,26000032,26000069,26000087,27000009,28000000,28000001
20221108T001224.000Z,72000006,9JJLCG2PL,6533,0,26000041,26000055,26000056,26000064,26000069,28000007,28000011,28000013,299GRUPRY,6592,1,26000010,26000011,26000021,26000031,26000072,27000000,28000011,28000014
20221108T001232.000Z,72000006,YLQVCCVR,6500,1,26000009,26000039,26000054,26000077,26000080,27000009,28000007,28000012,2CGYQQ0VG,6530,2,26000005,26000006,26000034,26000035,26000037,26000046,26000052,28000001
20221108T001237.000Z,72000006,99UP9R88,6561,1,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,28YRPQUG0,6500,0,26000000,26000015,26000023,27000004,28000009,28000010,28000012,28000015
20221108T001249.000Z,72000006,90QLGLU0,6564,0,26000032,26000040,26000041,26000049,26000054,27000002,28000000,28000011,2YRJGYP9,6650,1,26000029,26000032,26000037,26000057,26000069,26000080,27000009,28000001
20221108T001249.000Z,72000006,CJVQV9UV,6560,1,26000006,26000037,26000041,26000055,26000061,28000001,28000007,28000015,2R902VRJC,6502,0,26000015,26000023,26000069,27000009,28000009,28000010,28000012,28000015
20221108T001301.000Z,72000006,2YPYG8GP2,6653,0,26000004,26000036,26000046,26000050,26000062,26000072,28000008,28000009,2VQPCJPL2,6744,1,26000007,26000020,26000050,26000052,26000055,26000059,28000001,28000006
20221108T001314.000Z,72000006,J9PQY9CQ,6652,0,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,9LGP2LG0,6726,1,26000010,26000020,26000056,26000057,26000083,26000084,26000087,28000013
20221108T001314.000Z,72000323,99YR0GCP9,30,2,26000004,26000007,26000012,26000069,26000087,28000001,28000010,28000017,8QU9Y9RCU,0,1,26000013,26000015,26000074,26000085,27000000,28000006,28000007,28000012
20221108T001334.000Z,72000323,YGQLQU9VV,30,1,26000011,26000012,26000042,26000058,27000003,28000003,28000004,28000011,8Y2UYV902,0,0,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000011
20221108T001349.000Z,72000323,UGL8G8Q2,0,1,26000006,26000017,26000018,26000035,28000005,28000006,28000008,28000012,L0UGRRU2,30,2,26000000,26000014,26000018,26000023,26000046,26000055,26000058,28000001
20221108T001356.000Z,72000323,9P9GGVY,0,0,26000012,26000013,26000015,26000026,26000058,26000062,26000064,26000067,98RCYP0,30,3,26000045,26000054,26000074,26000087,28000005,28000010,28000012,28000015
20221108T001357.000Z,72000006,YRGG0QUQG,6572,1,26000011,26000026,26000030,26000041,27000003,28000003,28000004,28000011,2JYJLRVLR,6523,0,26000010,26000024,26000030,26000044,26000061,27000012,28000007,28000011
20221108T001400.000Z,72000007,2VG20VLC,6674,0,26000010,26000020,26000045,26000069,28000005,28000010,28000011,28000012,2UL2VYJJC,6512,1,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008
20221108T001417.000Z,72000006,2V8VGP2RR,6501,0,26000012,26000032,26000040,26000041,26000069,26000087,27000002,28000000,29LG202PR,6564,1,26000043,26000063,26000067,26000068,26000087,28000001,28000002,28000006
20221108T001426.000Z,72000006,Y0890V0JY,6475,0,26000027,26000033,26000039,26000042,26000043,26000060,28000002,28000008,Q9YPRQLY,6557,1,26000010,26000031,26000040,26000065,27000000,28000003,28000004,28000011
20221108T001427.000Z,72000323,YG9PJL288,30,1,26000011,26000023,26000037,26000042,26000046,26000055,26000062,26000064,Y00URYJUG,0,0,26000011,26000012,26000026,26000032,26000042,26000058,27000003,28000008
20221108T001438.000Z,72000006,LGLGYCGL0,6651,0,26000019,26000032,26000037,26000041,26000049,26000055,26000056,28000008,CGPGJVGU,6719,1,26000000,26000010,26000030,26000040,27000004,28000003,28000004,28000011
20221108T001438.000Z,72000323,GU0908GC,0,0,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,29UPLLU8C,30,3,26000005,26000006,26000025,26000029,26000087,27000009,28000000,28000008
20221108T001444.000Z,72000006,820G9CRRV,6562,1,26000011,26000026,26000041,26000084,27000003,28000003,28000004,28000011,2P2QURQ9R,6512,0,26000000,26000010,26000026,26000030,27000004,28000003,28000004,28000011
20221108T001445.000Z,72000006,UCLGQGRG,6593,1,26000023,26000069,26000087,27000009,28000009,28000010,28000012,28000015,80RY0RJQV,6530,0,26000004,26000007,26000011,26000015,26000021,28000007,28000011,28000012
20221108T001448.000Z,72000006,V0VG2V2C,6652,1,26000016,26000019,26000027,26000042,26000049,26000060,28000000,28000008,2JLUU9QVC,6726,3,26000009,26000015,26000048,26000069,27000009,28000007,28000012,28000015
20221108T001454.000Z,72000006,LYLU2222C,6710,1,26000000,26000010,26000023,27000006,27000008,28000003,28000011,28000012,2YGLQP8RJ,6797,2,26000026,26000027,26000046,26000053,26000054,28000004,28000006,28000017
